seller_id,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,-28.22626574664381,-48.67110509848976
b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC,-28.22626574664381,-48.67110509848976
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,-15.767127000000002,-47.89178549999998
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,-16.443583766740094,-39.0668514750404
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,-23.48184783319866,-46.73572675659298
a420f60ff1aa9acc80d0e42959f2b313,5138,sao paulo,SP,-23.48184783319866,-46.73572675659298
624f4ece8da4aafb77699233d480f8ef,5138,sao paulo,SP,-23.48184783319866,-46.73572675659298
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,-23.984500432685163,-46.24534192284607
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,-21.745230752640303,-48.6879802977909
55c26bcb609f480eb7868594245febb5,14910,tabatinga,SP,-21.745230752640303,-48.6879802977909
977f9f63dd360c2a32ece2f93ad6d306,14910,tabatinga,SP,-21.745230752640303,-48.6879802977909
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,-23.63295144240868,-46.62424064501701
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,-23.19901056425641,-47.30344690827513
62760d278921b5f352461620d68a9cee,13320,salto,SP,-23.19901056425641,-47.30344690827513
5a9b3bcab695173c820e53934574ae80,13320,salto,SP,-23.19901056425641,-47.30344690827513
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,-27.76965717709516,-54.234786295174494
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,-19.95879532299813,-43.95726996193843
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,-23.4304252934633,-51.42846255711861
5f26c1408a65b42a7224cd463bdf3292,86707,arapongas,PR,-23.4304252934633,-51.42846255711861
c88f62b4c386a59281014d677864d016,86707,arapongas,PR,-23.4304252934633,-51.42846255711861
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,-23.710623038014813,-46.5880039059462
a8739afb32aaa45e01815ca76f76f54b,9850,sao bernardo do campo,SP,-23.710623038014813,-46.5880039059462
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,-23.785038671100512,-46.684234571469766
406822777a0b9eb5c50e442dd4cd3ec5,18500,laranjal paulista,SP,-23.061178516690465,-47.84342261818034
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,-23.061178516690465,-47.84342261818034
af7cdac9d9897cddead9c6b08976c642,18500,laranjal paulista,SP,-23.061178516690465,-47.84342261818034
8fec2e460530482132c436cfb5439925,18500,laranjal paulista,SP,-23.061178516690465,-47.84342261818034
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,-25.441402657329743,-49.24844316015884
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,-23.468121135726197,-46.57741499639332
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,-28.027791478515265,-48.6206790305967
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC,-28.027791478515265,-48.6206790305967
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,-23.543635201223363,-46.49555613558198
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,-22.75581726067878,-46.14072410676142
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,-21.926412951702897,-50.50201500769061
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,-23.440743,-46.42852049999999
bd149ed516d4c5d418d5781f8e18919f,7241,guarulhos,SP,-23.440743,-46.42852049999999
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,-25.498178377000706,-49.175514708654106
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,-23.550559512349256,-46.52745768818163
d1582f4043306e6b91afa6a8a884f898,3445,sao paulo,SP,-23.550559512349256,-46.52745768818163
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,-23.60685187177563,-46.61646322064174
b87a7ea0c30fad2dd6781b74a0064859,4133,sao paulo,SP,-23.60685187177563,-46.61646322064174
11fb6f6d341adbe19e81733701704635,4133,sao paulo,SP,-23.60685187177563,-46.61646322064174
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,-15.848993487856855,-48.11447218437748
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,-15.782043456257378,-47.93315794781743
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,-28.33078106441371,-49.17568622255325
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,-28.33078106441371,-49.17568622255325
5c030029b5916fed0986310385ec9009,88075,florianopolis,SC,-27.578765860667115,-48.58720137567076
9d5604a1f112324ad6b2aa552122e0fb,88075,florianopolis,SC,-27.578765860667115,-48.58720137567076
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,-22.71252344434192,-47.64322933945972
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,-30.064425055513848,-51.22935296099033
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,-22.151972600541946,-46.04343203023969
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,-19.8732061085638,-43.9024413256914
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,-19.84909031530948,-43.98182678974558
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,-23.632643594040417,-46.50437301916653
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,-23.62150746517395,-46.69433964876793
32f1bb9dfa65bc7df5c0d9d95a616be4,4705,sao paulo,SP,-23.62150746517395,-46.69433964876793
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,-23.568641601996664,-46.80400839439664
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,-22.98119832611989,-47.00931639875936
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,-26.33061145268046,-48.87966169900167
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,-23.95095277069147,-46.279792226792914
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,-22.933428134925062,-42.46541181216315
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,-26.634950689862357,-48.682540195979264
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,-22.43211392058696,-43.13153346362129
e9729944ba65dc3ce425e0c5a22ae7b2,25730,petropolis,RJ,-22.43211392058696,-43.13153346362129
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,-29.83059015975404,-50.52216363875363
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,-25.092285742135974,-50.15870711714641
a90a5da8b09e44264a177c0374a5ac87,84010,ponta grossa,PR,-25.092285742135974,-50.15870711714641
eddd1991bd6d9309995a480c39b95137,84010,ponta grossa,PR,-25.092285742135974,-50.15870711714641
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,-23.45966099999999,-46.82872125
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,-23.69529187119748,-46.49685344214985
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,-21.995005431040383,-47.86027057507647
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,-23.566602650551136,-46.78696094383731
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
0336182e1b3e92f029d5354832045fdf,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
9d213f303afae4983637247556438ede,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
723cd880edaacdb998898b67c8f9da30,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
951e8cef368f09bb3f3d03c00ca4702c,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
747c1cdcd1737dcfbd1547f6eb6f2cf3,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
9ef932e837d8b7f392c0bfee9d359dc2,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
1dfe5347016252a7884b694d4f10f5c4,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
d2374cbcbb3ca4ab1086534108cc3ab7,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
7d7d2b7a51328016102d4528c411d630,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
5b0cc932433fa5184b5b94bfe6bcc256,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
7ad32824caee82087b3e2e5f33b1bf32,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
53d00c40e32aeb924a84ce72b1af869d,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
02b72cdeb9cfcc429f1af6f4e3f3b737,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
602044f2c16190c2c6e45eb35c2e21cb,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
f7c31656c19db6275a8acadca289f426,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
4b0fdb526525f9890eb145bf1534640e,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
e82de6494d91d3c4c54450f59b227a94,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
4c8b8048e33af2bf94f2eb547746a916,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
d1c281d3ae149232351cd8c8cc885f0d,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
dc4a0fc896dc34b0d5bfec8438291c80,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
f7ccf836d21b2fb1de37564105216cc1,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
cca3071e3e9bb7d12640c9fbe2301306,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
b39d7fe263ef469605dbb32608aee0af,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
d20b021d3efdf267a402c402a48ea64b,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
8160255418d5aaa7dbdc9f4c64ebda44,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
bcc9dd23e2a8bd8267cf92b19304a1b9,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
62de60d81c55c29d76a6bce418b31cef,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
07de60b03d150fb3ea09eab5da5e4c8b,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
4a3ca9315b744ce9f8e9374361493884,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
3b15288545f8928d3e65a8f949a28291,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
26e2c91ef821e1ff8985f408788fe35b,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
0f519b0d2e5eb2227c93dd25038bfc01,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
154bdf805377afea75a3bd158e9eab10,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
3b872fd4747f01cc56206f2934198618,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
1835b56ce799e6a4dc4eddc053f04066,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
b8a0adc91af209270c2c725168eb00fd,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
1900267e848ceeba8fa32d80c1a5f5a8,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
ea67327e24487bdfac5fbfa37ea124df,14940,ibitinga,SP,-21.764431550978635,-48.82563272571027
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,-23.609705559749905,-46.74854907635682
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,-25.546884003058423,-49.18052413015761
dc120d932ddf9d4dfb6fd68beefda622,83010,sao jose dos pinhais,PR,-25.546884003058423,-49.18052413015761
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,-23.513624760177613,-46.54796048972664
5c243662ce92d84573bfaff24c3e3700,3702,sao paulo,SP,-23.513624760177613,-46.54796048972664
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,-23.48931678056646,-46.951169194448674
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,-23.529361478177943,-46.80312073780533
8b655f0855926bcb49f5835d38dfddf6,6192,osasco,SP,-23.529361478177943,-46.80312073780533
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,RS,-29.17097843232053,-51.14739628648863
5a05a16bb50629ee31afab8a6d4c2674,95076,caxias do sul,RS,-29.17097843232053,-51.14739628648863
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,-23.54087027338563,-46.48870703635527
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,-23.54087027338563,-46.48870703635527
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,-26.32727129003406,-48.829051550926216
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,-18.651529639281804,-48.19611757444135
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,-19.8593182475296,-44.0176548402968
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,-26.485670199838385,-49.045813311702815
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,-23.71296553926945,-46.546102892983015
731ef20c231d9a7103a425e83fd91271,88501,lages,SC,-27.819958736780357,-50.32618805769395
eeb6de78f79159600292e314a77cbd18,88501,lages,SC,-27.819958736780357,-50.32618805769395
78813699ffac347fe27dba345a5f1551,95711,vale dos vinhedos,RS,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,15805,catanduva,SP,-21.123975916018185,-48.9638335380384
9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,SP,-21.123975916018185,-48.9638335380384
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,-23.7023327135125,-46.4098323435956
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,-23.643004721408847,-46.70956269006807
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,-21.24793061293452,-48.32072667020567
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,-22.431310956980333,-50.205234449192936
52f9db5cfb423382a2fa5c9e39303202,19830,echapora,SP,-22.431310956980333,-50.205234449192936
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,-23.61300261226844,-46.88139388343239
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,-27.21902657784642,-49.6457208643607
1b65c144b17e607c0f37f10bb7dfec8d,89160,rio do sul,SC,-27.21902657784642,-49.6457208643607
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,-23.5935194454671,-46.61371123688613
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,-23.51218347251425,-47.464655699485945
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP,-23.51218347251425,-47.464655699485945
3e46a38ee171c503c3b4a3f23fe3bf0c,18040,sorocaba,SP,-23.51218347251425,-47.464655699485945
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.83505191672923,-43.32895246018228
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,-21.355589829675363,-48.06886721061831
b33e7c55446eabf8fe1a42d037ac7d6d,14850,pradopolis,SP,-21.355589829675363,-48.06886721061831
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,-22.98157817555506,-43.20050555453741
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,-23.526997009435053,-46.63993769816495
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,-22.744696499999996,-42.8597325
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,-23.6324046217035,-46.77112073397194
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,-20.824023668423,-49.49206120864075
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,-23.676020297535885,-46.543187279618046
334cab711dee080b079fa5779b584783,9190,santo andre,SP,-23.676020297535885,-46.543187279618046
ca4b77513ac2040591b0d8fae6958380,9190,santo andre,SP,-23.676020297535885,-46.543187279618046
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,-21.289543323954007,-50.3538516053338
69b5eaa096c3f9d1e5c398c597f567d6,16200,birigui,SP,-21.289543323954007,-50.3538516053338
76833248bbc0e65a0293ec62023e4396,16200,birigui,SP,-21.289543323954007,-50.3538516053338
bc503e244f187939d10c92a5c8e378ce,16200,birigui,SP,-21.289543323954007,-50.3538516053338
bdf0d02d36a1d839d0c39c4a887cdd49,16200,birigui,SP,-21.289543323954007,-50.3538516053338
b05b432bf68945d4d9783f9e3ca29ee8,16200,birigui,SP,-21.289543323954007,-50.3538516053338
1dcfa3835714681d4ba4a93bc1e0fd41,16200,birigui,SP,-21.289543323954007,-50.3538516053338
5d505d2298ad549e4e4e835562fa0c1e,16200,birigui,SP,-21.289543323954007,-50.3538516053338
9cad4b68bb993ee401a3c5aaa2bc26dd,16200,birigui,SP,-21.289543323954007,-50.3538516053338
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,-19.83738212323271,-43.94348091563272
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,-22.88883959339832,-43.27319193894623
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,-22.9078544254718,-43.184569704137566
99cd94252748d2bdde08e17858233602,12401,pindamonhangaba,SP,-22.918689138476548,-45.46015544986244
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.571012237030374,-46.6618027374344
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.67701539439665,-50.43343804371284
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,-22.694262370794664,-46.99020986026307
db7ed69a53aa9fb1c01930ba54a88bbe,13820,jaguariuna,SP,-22.694262370794664,-46.99020986026307
52a50b42accf164f9f019941e5759d9b,13820,jaguariuna,SP,-22.694262370794664,-46.99020986026307
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,-21.79798677466868,-48.18820162341995
ef30892870c278497523264be1be2241,14801,araraquara,SP,-21.79798677466868,-48.18820162341995
7816cd9c5b1238e320545f5bf7eb80e8,14801,araraquara,SP,-21.79798677466868,-48.18820162341995
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,-22.343171224518528,-41.76248215724223
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,-22.388382369892746,-47.579154808777496
8ccf3cf69651cc1d8a02c8bfaf3b8568,13504,rio claro,SP,-22.388382369892746,-47.579154808777496
58c851d1a3c7cd3da329eb59453fed44,13504,rio claro,SP,-22.388382369892746,-47.579154808777496
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,-23.3164305,-51.1374915
9315e491484b1b0081ca166fc164108d,86039,londrina,PR,-23.3164305,-51.1374915
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,-23.50618268945103,-46.723972785763536
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,-21.177731199838394,-47.80714980959668
5eeb9c756d9780b96283e5a2ac6da334,14010,ribeirao preto,SP,-21.177731199838394,-47.80714980959668
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RJ,-22.839763253678797,-43.28870141811421
95e03ca3d4146e4011985981aeb959b9,21210,rio de janeiro,RJ,-22.839763253678797,-43.28870141811421
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,-21.69583972685151,-45.25800084946893
4e480be820e37de1444325ff358c9296,37410,tres coracoes,MG,-21.69583972685151,-45.25800084946893
0cbcee27c791afa0cdcb08587a2013a8,37410,tres coracoes,MG,-21.69583972685151,-45.25800084946893
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,-23.61238337246812,-46.59942309824574
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,-20.694326257006857,-50.0489345780577
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,-23.534994048848745,-46.52063925076462
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,-15.832849500000004,-47.987244
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,-23.48543373522168,-46.85541926517679
0873d9f8f36123f8d910f4760e788cfb,6465,barueri,SP,-23.48543373522168,-46.85541926517679
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.544689343874467,-46.6422237403486
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,-28.360673082400503,-49.284113513121895
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,-15.82798005511547,-47.92351176903193
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,-23.475839636418687,-46.60315299042069
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,-23.475839636418687,-46.60315299042069
2f4b0d3b9634b647d4edee577d7ebb7e,2310,sao paulo,SP,-23.475839636418687,-46.60315299042069
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.50096141326678,-46.62720989064573
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,-15.66127812728392,-56.05646097062744
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,-22.031054790178292,-47.91441785429048
1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP,-22.031054790178292,-47.91441785429048
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,-23.539898074383967,-46.6366870320561
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.54793508465575,-46.56141566833054
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,-22.924952948641096,-43.2209058835766
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,-24.2982419167261,-53.31970020562725
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,-22.908901069943667,-43.6892876264446
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.94154441687346,-46.36324264071785
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,-23.54027085706044,-46.54982499347911
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,-14.435929304076032,-49.70716861584072
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,-25.441853878700528,-49.33965847807145
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR,-25.441853878700528,-49.33965847807145
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,-23.58506214521405,-46.39374069508846
8ff38bc3969e67c36c48343a07090f66,8260,sao paulo,SP,-23.58506214521405,-46.39374069508846
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,-28.869653870320143,-52.1812720623569
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,-23.663542514859405,-46.68910152844941
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
9e17b9d64683aebcbb9ee362d06463b4,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
5f5a58930c3c35f3b5af264f34fb8c85,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
b5dd7151a92ccaaa282cbe9681a05f44,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
a36b125ac6d5fdbc7f50de85c9157bdc,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
c32fc744b9160ac853450488e3cfea93,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
35857757f553273b1056c1cabdace7fb,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
165b1235e9e9942cb5fae67103576fb0,14020,ribeirao preto,SP,-21.2050825567546,-47.79675451595592
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,-21.00171070803049,-42.71893444570996
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,-29.170972879655118,-51.15002095498222
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,-8.287092585636694,-35.97225361241267
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,-25.424593637803664,-49.25691908327077
